	FIMM.ID	DRUG.NAME	Mechanism.Targets	Putative.Target.Protein	Class.explained	High.phase.Approval.status	Res_code	Alias	Activity.modifier	Active_inactive.in.clinic	Solvent	High.conc.(nM)	InChI	ChEMBL.ID	Drug_class
FIMM136374...RGFP966	FIMM136374	RGFP966	HDAC3 inhibitor	HDAC3	E.Differentiating.epigenetic modifier	Probe	RGFP966	NA	NA	Inactive	DMSO	10000	BLVQHYHDYFTPDV-VCABWLAWSA-N	not in ChEMBL	Differentiating.epigenetic modifier
FIMM136375...NMS_873	FIMM136375	NMS-873	p97, VCP inhibitor	VCP	X.Other	Probe	NMS-873	NA	NA	Inactive	DMSO	10000	UJGTUKMAJVCBIS-UHFFFAOYSA-N	CHEMBL2311578	Other
FIMM136376...AZ191	FIMM136376	AZ191	DYRK1A inhibitor	DYRK1A	B.Kinase inhibitor	Probe	AZ191	NA	NA	Inactive	DMSO	10000	ZYVXTMKTGDARKR-UHFFFAOYSA-N	not in ChEMBL	Kinase inhibitor
FIMM136377...Ribociclib	FIMM136377	Ribociclib	CDK4, 6 inhibitor	CDK4;CDK6	B.Kinase inhibitor	Approved (US)	NVP-LEE011	LEE011	NA	NA	DMSO	10000	RHXHGRAEPCAFML-UHFFFAOYSA-N	not in ChEMBL	Kinase inhibitor
FIMM136378...Triapine	FIMM136378	Triapine	ribonucleotide reductase inhibitor	RRM1;RRM2	H.Metabolic modifier	Investigational (Ph 2)	OCX-191	3-AP	NA	NA	DMSO	10000	XMYKNCNAZKMVQN-NYYWCZLTSA-N	CHEMBL231616	Metabolic modifier
FIMM136379...VE_821	FIMM136379	VE-821	ATR inihibitor	ATR	B.Kinase inhibitor	Probe	VE-821	NA	NA	Inactive	DMSO	10000	DUIHHZKTCSNTGM-UHFFFAOYSA-N	CHEMBL1766779	Kinase inhibitor
FIMM136380...Pacritinib	FIMM136380	Pacritinib	FLT3, JAK2 inhibitor	FLT3;JAK2;TYK2	B.Kinase inhibitor	Investigational (Ph 3)	SB1518	NA	NA	NA	DMSO	10000	HWXVIOGONBBTBY-ONEGZZNKSA-N	CHEMBL2035187	Kinase inhibitor
FIMM136381...Tanzisertib	FIMM136381	Tanzisertib	JNK inhibitor	MAPK8	B.Kinase inhibitor	Investigational (Ph 2)	CC-930	NA	NA	Inactive	DMSO	10000	IBGLGMOPHJQDJB-IHRRRGAJSA-N	CHEMBL1950289	Kinase inhibitor
FIMM136382...GSK923295	FIMM136382	GSK923295	CENP-E inhibitor	CENPE	I.Kinesin inhibitor	Investigational (Ph 1)	GSK923295	NA	NA	Inactive	DMSO	10000	WHMXDBPHBVLYRC-OFVILXPXSA-N	not in ChEMBL	Kinesin inhibitor
FIMM136383...Bentamapimod	FIMM136383	Bentamapimod	JNK inhibitor	MAPK8	B.Kinase inhibitor	Investigational (Ph 1)	AS602801	NA	NA	Inactive	DMSO	10000	XCPPIJCBCWUBNT-UHFFFAOYSA-N	not in ChEMBL	Kinase inhibitor
FIMM136384...Idasanutlin	FIMM136384	Idasanutlin	p53-MDM2 inhibitor	TP53;MDM2	G.Apoptotic modulator	Investigational (Ph 3)	RG7388	NA	NA	NA	DMSO	10000	TVTXCJFHQKSQQM-LJQIRTBHSA-N	CHEMBL2402737	Apoptotic modulator
FIMM136385...Aldoxorubicin	FIMM136385	Aldoxorubicin	Topoisomerase II inhibitor, Albumin binding	TOP2A;TOP2B	A.Conv.Chemo	Investigational (Ph 3)	INNO-206	NA	NA	NA	DMSO	1000	OBMJQRLIQQTJLR-USGQOSEYSA-N	CHEMBL2107818	Conv.Chemo
FIMM136386...Filanesib	FIMM136386	Filanesib	KSP, Eg5 inhibitor	KIF11	I.Kinesin inhibitor	Investigational (Ph 2)	ARRY-520	NA	NA	NA	DMSO	1000	LLXISKGBWFTGEI-FQEVSTJZSA-N	CHEMBL2347655	Kinesin inhibitor
FIMM136388...Talazoparib	FIMM136388	Talazoparib	PARP1 and 2 inhibitor	PARP1;PARP2	E.Differentiating.epigenetic modifier	Investigational (Ph 3)	BMN 673	NA	NA	NA	DMSO	1000	HWGQMRYQVZSGDQ-HZPDHXFCSA-N	CHEMBL3137320	Differentiating.epigenetic modifier
FIMM136389...Tasquinimod	FIMM136389	Tasquinimod	S100A9 inhibitor, immunomodulatory, anti-angiogenic	S100A9	D.Immunomodulatory	Investigational (Ph 3)	ABR-215050	NA	NA	NA	DMSO	10000	ONDYALNGTUAJDX-UHFFFAOYSA-N	CHEMBL2107784	Immunomodulatory
FIMM136390...Resminostat	FIMM136390	Resminostat	HDAC1, 3, 6 inhibitor	HDAC1;HDAC3;HDAC6	E.Differentiating.epigenetic modifier	Investigational (Ph 2)	4SC 201	NA	NA	NA	DMSO	10000	FECGNJPYVFEKOD-VMPITWQZSA-N	not in ChEMBL	Differentiating.epigenetic modifier
FIMM136391...WEHI_539	FIMM136391	WEHI-539	Bcl-XL inhibitor	BCL2L1	G.Apoptotic modulator	Probe	WEHI-539	NA	NA	Inactive	DMSO	2500	JKMWZKPAXZBYEH-BGDIREAQSA-N	not in ChEMBL	Apoptotic modulator
FIMM136392...Cobimetinib	FIMM136392	Cobimetinib	MEK1 and 2 inhibitor	MAP2K1	B.Kinase inhibitor	Approved (US)	GDC-0973	XL-518	NA	NA	DMSO	1000	BSMCAPRUBJMWDF-KRWDZBQOSA-N	CHEMBL2146883	Kinase inhibitor
FIMM136393...AZD1208	FIMM136393	AZD1208	PIM1, 2, 3 kinase inhibitor	PIM1	B.Kinase inhibitor	Investigational (Ph 1)	AZD1208	NA	NA	Inactive	DMSO	10000	MCUJKPPARUPFJM-UWCCDQBKSA-N	CHEMBL2048872	Kinase inhibitor
FIMM136394...BGB324	FIMM136394	BGB324	Axl inhibitor	AXL	B.Kinase inhibitor	Investigational (Ph 1)	BGB324	R 428	NA	NA	DMSO	10000	KXMZDGSRSGHMMK-VWLOTQADSA-N	not in ChEMBL	Kinase inhibitor
FIMM136397...AZD7545	FIMM136397	AZD7545	PDHK inhibitor	PDK2	B.Kinase inhibitor	Probe	AZD7545	NA	NA	Inactive	DMSO	10000	NA	NA	Kinase inhibitor
FIMM136398...Osimertinib	FIMM136398	Osimertinib	EGFR(L858R, T790M) inhibitor	EGFR	B.Kinase inhibitor	Approved	AZD9291	NA	irreversible	NA	DMSO	2500	NA	NA	Kinase inhibitor
FIMM136399...BMS863233	FIMM136399	BMS863233	Cdc7 inhibitor	CDC7	B.Kinase inhibitor	Investigational (Ph 2)	XL-413	NA	NA	Inactive	AQ	10000	NA	NA	Kinase inhibitor
FIMM136400...Darapladib	FIMM136400	Darapladib	lipoprotein-associated phospholipase A2 inhibitor	PLA2G4A;PLA2G7	X.Other	Investigational (Ph 3)	SB-480848	NA	NA	Inactive	DMSO	1000	NA	NA	Other
FIMM136401...GNE_0877	FIMM136401	GNE-0877	LRRK2 inhibitor	LRRK2	B.Kinase inhibitor	Probe	GNE-0877	NA	NA	Inactive	DMSO	1000	NA	NA	Kinase inhibitor
FIMM136402...Entospletinib	FIMM136402	Entospletinib	SYK inhibitor	SYK	B.Kinase inhibitor	Investigational (Ph 2)	GS-9973	NA	NA	NA	DMSO	5000	NA	NA	Kinase inhibitor
FIMM136403...Ixazomib	FIMM136403	Ixazomib	20S proteasome inhibitor	PSMB5	L.Protease.proteasome inhibitor	Approved	MLN2238	NA	NA	NA	DMSO	1000	NA	NA	Protease.proteasome inhibitor
FIMM136404...Losmapimod	FIMM136404	Losmapimod	p38MAPK inhibitor	MAPK14	B.Kinase inhibitor	Investigational (Ph 3)	GW856553X	NA	NA	NA	DMSO	10000	NA	NA	Kinase inhibitor
FIMM136405...ML323	FIMM136405	ML323	USP1-UAF1 inhibitor	USP1;WDR48	X.Other	Probe	ML323	NA	NA	Inactive	DMSO	10000	NA	NA	Other
FIMM136406...OTS167	FIMM136406	OTS167	MELK inhibitor	MELK	B.Kinase inhibitor	Investigational (Ph 2)	OTS167	OTSSP167	NA	NA	DMSO	1000	NA	NA	Kinase inhibitor
FIMM136407...PTC_209	FIMM136407	PTC-209	BMI-1 inhibitor	BMI1	E.Differentiating.epigenetic modifier	Probe	PTC-209	NA	NA	Inactive	DMSO	10000	NA	NA	Differentiating.epigenetic modifier
FIMM136409...UNC2881	FIMM136409	UNC2881	MER inhibitor	MERTK	B.Kinase inhibitor	Probe	UNC2881	NA	NA	Inactive	DMSO	2500	NA	NA	Kinase inhibitor
FIMM136412...AMG_232	FIMM136412	AMG-232	MDM2 inhibitor	MDM2;TP53	G.Apoptotic modulator	Investigational (Ph 2)	AMG-232	NA	NA	NA	DMSO	10000	NA	NA	Apoptotic modulator
FIMM136413...AMG_925	FIMM136413	AMG-925	FLT3, CDK4 inhibitor	FLT3;CDK4	B.Kinase inhibitor	Probe	AMG-925	NA	NA	Inactive	DMSO	1000	NA	NA	Kinase inhibitor
FIMM136414...CEP_37440	FIMM136414	CEP-37440	ALK inhibitor	ALK;AXL;MET;TYRO3;MERTK;KDR;DDR1	B.Kinase inhibitor	Investigational (Ph 1)	CEP-37440	NA	NA	Inactive	DMSO	5000	NA	NA	Kinase inhibitor
FIMM136415...Rociletinib	FIMM136415	Rociletinib	EGFR(L858R, T790M) inhibitor	EGFR	B.Kinase inhibitor	Investigational (Ph 3)	CO-1686	AVL-301, CNX-419	irreversible	Inactive	DMSO	10000	NA	NA	Kinase inhibitor
FIMM136416...FRAX486	FIMM136416	FRAX486	PAK1, 2, 3 inhibitor	PAK1	B.Kinase inhibitor	Probe	FRAX486	NA	NA	Inactive	DMSO	5000	NA	NA	Kinase inhibitor
FIMM136417...GNE_7915	FIMM136417	GNE-7915	LRRK2 inhibitor	LRRK2	B.Kinase inhibitor	Probe	GNE-7915	NA	NA	Inactive	DMSO	1000	NA	NA	Kinase inhibitor
FIMM136418...GSK2830371	FIMM136418	GSK2830371	Wip1 inhibitor	PPM1D	X.Other	Probe	GSK2830371	NA	NA	Inactive	DMSO	5000	NA	NA	Other
FIMM136419...Molibresib	FIMM136419	Molibresib	BET family inhibitor	BRD2;BRD3;BRD4	E.Differentiating.epigenetic modifier	Investigational (Ph 1)	GSK525762	I-BET762	NA	NA	DMSO	10000	NA	NA	Differentiating.epigenetic modifier
FIMM136426...BCI	FIMM136426	BCI	Dusp6 inhibitor	DUSP6	X.Other	Probe	NA	BCI, NSC 150117	NA	Inactive	DMSO	50000	NA	NA	Other
FIMM136427...MST_312	FIMM136427	MST-312	Telomerase inhibitor	TERT	X.Other	Probe	MST-312	Telomerase Inhibitor IX	NA	Inactive	DMSO	10000	NA	NA	Other
FIMM136428...Taselisib	FIMM136428	Taselisib	PI3K alpha, delta, (gamma) selective inhibitor	PIK3CA;PIK3CD;PIK3CG	B.Kinase inhibitor	Investigational (Ph 3)	GCD-0032	RG7604	NA	NA	DMSO	1000	NA	NA	Kinase inhibitor
FIMM136429...GSK2656157	FIMM136429	GSK2656157	PERK inhibitor	EIF2AK3	B.Kinase inhibitor	Probe	GSK2656157	NA	NA	Inactive	DMSO	2500	NA	NA	Kinase inhibitor
FIMM136430...TAK_530	FIMM136430	TAK-530	Pan-HER inhibitor	EGFR;ERBB2;ERBB3	B.Kinase inhibitor	Investigational (Ph 1)	TAK-530	MLN-2480, BIIB-024	NA	NA	DMSO	10000	NA	NA	Kinase inhibitor
FIMM136431...Glasdegib	FIMM136431	Glasdegib	Smo inhibitor	SMO	M.Hedgehog inhibitor	Investigational (Ph 2)	PF-04449913	NA	NA	NA	DMSO	1000	SFNSLLSYNZWZQG-VQIMIIECSA-N	CHEMBL2043437	Hedgehog inhibitor
FIMM136434...Onalespib	FIMM136434	Onalespib	HSP90 inhibitor	HSP90AA1	K.HSP inhibitor	Investigational (Ph 2)	AT-13387	NA	NA	NA	DMSO	2500	NA	NA	HSP inhibitor
FIMM136436...Uprosertib	FIMM136436	Uprosertib	AKT inhibitor	AKT1;AKT2;AKT3	B.Kinase inhibitor	Investigational (Ph 2)	GSK2141795	NA	NA	NA	DMSO	10000	NA	NA	Kinase inhibitor
FIMM136437...AT13148	FIMM136437	AT13148	p70S6K, PKA, ROCK (AKT) inhibitor	AKT1;AKT2;AKT3;RPS6KB1;ROCK1;ROCK2;PRKACA;PRKACB;PRKACG	B.Kinase inhibitor	Investigational (Ph 1)	AT13148	NA	NA	NA	DMSO	10000	NA	NA	Kinase inhibitor
FIMM136438...Cerdulatinib	FIMM136438	Cerdulatinib	JAK, SYK inhibitor	JAK1;JAK2;JAK3;TYK2;SYK	B.Kinase inhibitor	Investigational (Ph 1)	PRT-062070	NA	NA	NA	DMSO	10000	NA	NA	Kinase inhibitor
FIMM136440...Filgotinib	FIMM136440	Filgotinib	JAK1-selective inhibitor	JAK1;JAK2;TYK2	B.Kinase inhibitor	Investigational (Ph 2)	GLPG0634	NA	NA	Inactive	DMSO	10000	NA	NA	Kinase inhibitor
FIMM136448...Afuresertib	FIMM136448	Afuresertib	AKT1-selective inhibitor	AKT1;AKT2;AKT3	B.Kinase inhibitor	Investigational (Ph 2)	NVP-ASB183	ASB183, GSK2110183	NA	NA	DMSO	1000	NA	NA	Kinase inhibitor
FIMM136449...UM729	FIMM136449	UM729	Enhancer of aryl hydrocarbon receptor (AHR) antagonists	AHR	E.Differentiating.epigenetic modifier	Probe	UM729	NA	NA	Inactive	DMSO	10000	NA	NA	Differentiating.epigenetic modifier
FIMM136450...PF_06463922	FIMM136450	PF-06463922	ALK, ROS1 inhibitor	ALK;LTK;FER;FES;PTK2B;TNK2;PTK2;NTRK1;NTRK2;NTRK3;FRK;ROS1	B.Kinase inhibitor	Investigational (Ph 2)	PF-06463922	NA	NA	NA	DMSO	1000	NA	NA	Kinase inhibitor
FIMM136452...Vactosertib_TEW_7197	FIMM136452	Vactosertib_TEW_7197	TGF receptor ALK4, ALK5 inhibitor	TGFBR1;ACVR1B	B.Kinase inhibitor	Investigational (Ph 1)	TEW-7197	EW-7197	NA	NA	DMSO	2500	NA	NA	Kinase inhibitor
FIMM136453...Sabutoclax	FIMM136453	Sabutoclax	pan Bcl-2 family inhibitor	BCL2;BCL2L1;MCL1;BCL2A1	G.Apoptotic modulator	Probe	BI-97C1	ONT-701	NA	Inactive	DMSO	25000	NA	NA	Apoptotic modulator
FIMM136456...SH_4_54	FIMM136456	SH-4-54	STAT3 inhibitor	STAT3	X.Other	Probe	SH-4-54	NA	NA	Inactive	DMSO	25000	NA	NA	Other
FIMM136458...BAY_87_2243	FIMM136458	BAY_87-2243	HIF1alpha inhibitor	HIF1A	E.Differentiating.epigenetic modifier	Investigational (Ph 1)	BAY 87-2243	NA	NA	Inactive	DMSO	1000	NA	NA	Differentiating.epigenetic modifier
FIMM136465...Givinostat	FIMM136465	Givinostat	HDAC inhibitor	HDAC1;HDAC2;HDAC3;HDAC4;HDAC5;HDAC6;HDAC7;HDAC8;HDAC10	E.Differentiating.epigenetic modifier	Investigational (Ph 2)	ITF2357	NA	NA	NA	DMSO	1000	NA	NA	Differentiating.epigenetic modifier
FIMM136466...Amsacrine	FIMM136466	Amsacrine	DNA intercalation, Topoisomerase II inhibitor	TOP2A;TOP2B;DNA	A.Conv.Chemo	Approved	NA	Acridinyl anisidide	NA	NA	DMSO	10000	NA	NA	Conv.Chemo
FIMM136467...PCI_34051	FIMM136467	PCI-34051	HDAC8 inhibitor	HDAC8	E.Differentiating.epigenetic modifier	Probe	PCI-34051	NA	NA	Inactive	DMSO	10000	NA	NA	Differentiating.epigenetic modifier
FIMM136469...Cabazitaxel	FIMM136469	Cabazitaxel	Mitotic inhibitor, taxane microtubule stabilizer, antimitotic	TUBB1;TUBA4A	A.Conv.Chemo	Approved	TXD258	XRP6258	NA	NA	DMSO	1000	NA	NA	Conv.Chemo
FIMM136470...Ravoxertinib	FIMM136470	Ravoxertinib	ERK inhibitor	MAPK3	B.Kinase inhibitor	Investigational (Ph 1)	GDC-0994	NA	NA	NA	DMSO	10000	NA	NA	Kinase inhibitor
FIMM136472...KD025	FIMM136472	KD025	ROCK2 inhibitor	ROCK2	B.Kinase inhibitor	Investigational (Ph 2)	KD025	SLx-2119	NA	NA	DMSO	5000	NA	NA	Kinase inhibitor
FIMM136473...Merestinib	FIMM136473	Merestinib	MET inhibitor	MET	B.Kinase inhibitor	Investigational (Ph 2)	LY2801653	NA	NA	NA	DMSO	1000	NA	NA	Kinase inhibitor
FIMM136474...Pixantrone	FIMM136474	Pixantrone	Topoisomerase II inhibitor	TOP2A	A.Conv.Chemo	Investigational (Ph 3)	BBR 2778	NA	NA	NA	AQ	10000	NA	NA	Conv.Chemo
FIMM136475...Poziotinib	FIMM136475	Poziotinib	Pan-HER inhibitor	EGFR;ERBB2;ERBB3	B.Kinase inhibitor	Investigational (Ph 2)	HM-78136B	NOV120101	NA	NA	DMSO	1000	NA	NA	Kinase inhibitor
FIMM136477...Spebrutinib	FIMM136477	Spebrutinib	BTK inhibitor	BTK	B.Kinase inhibitor	Investigational (Ph 2)	CC-292	AVL-292	irreversible	NA	DMSO	1000	NA	NA	Kinase inhibitor
FIMM136478...Verdinexor	FIMM136478	Verdinexor	XPO1 CRM1 inhibitor	XPO1	G.Apoptotic modulator	Investigational (Ph 1)	KPT-335	NA	NA	Inactive	DMSO	1000	NA	NA	Apoptotic modulator
FIMM136480...Romidepsin	FIMM136480	Romidepsin	HDAC inhibitor	HDAC1;HDAC2	E.Differentiating.epigenetic modifier	Approved	FK228	FR901228	NA	NA	DMSO	1000	NA	NA	Differentiating.epigenetic modifier
FIMM136481...Abexinostat	FIMM136481	Abexinostat	HDAC1 selective inhibitor	HDAC1	E.Differentiating.epigenetic modifier	Investigational (Ph 2)	PCI-24781	NA	NA	Inactive	DMSO	10000	NA	NA	Differentiating.epigenetic modifier
FIMM136488...A_1210477	FIMM136488	A-1210477	MCL-1 inhibitor	MCL1	G.Apoptotic modulator	Probe	A-1210477	NA	NA	Inactive	DMSO	50000	NA	NA	Apoptotic modulator
FIMM136490...VS_4718	FIMM136490	VS-4718	FAK inhibitor	PTK2	B.Kinase inhibitor	Investigational (Ph 1)	VS-4718	PND-1186	NA	NA	DMSO	10000	NA	NA	Kinase inhibitor
FIMM136491...GSK2879552	FIMM136491	GSK2879552	LSD1 inhibitor	KDM1A	E.Differentiating.epigenetic modifier	Investigational (Ph 1)	GSK2879552	NA	NA	NA	DMSO	100000	LRULVYSBRWUVGR-FOIFJWKZSA-N	NA	Differentiating.epigenetic modifier
FIMM136493...Ulixertinib	FIMM136493	Ulixertinib	ERK inhibitor	MAPK1;MAPK3	B.Kinase inhibitor	Investigational (Ph 2)	BVD-523	VRT752271	NA	NA	DMSO	10000	NA	NA	Kinase inhibitor
FIMM136494...LY3009120	FIMM136494	LY3009120	Pan-RAF, (Pan-HER inhibitor)	BRAF;RAF1	B.Kinase inhibitor	Investigational (Ph 1)	LY3009120	DP-4978	NA	NA	DMSO	10000	NA	NA	Kinase inhibitor
FIMM136495...Pexidartinib	FIMM136495	Pexidartinib	KIT, CSF1R, FLT3 inhibitor	CSF1R;FLT3;KIT	B.Kinase inhibitor	Investigational (Ph 3)	PLX-3397	NA	NA	NA	DMSO	10000	NA	NA	Kinase inhibitor
FIMM136496...Marimastat	FIMM136496	Marimastat	MMP-9, MMP-1, MMP-2, MMP-14, MMP-7 inhibitor	MMP1;MMP2;MMP9;MMP7;MMP14	X.Other	Investigational (Ph 3)	BB-2516	NA	NA	Inactive	DMSO	10000	NA	NA	Other
FIMM136497...EPZ015666	FIMM136497	EPZ015666	PRMT5 inhibitor	PRMT5	E.Differentiating.epigenetic modifier	Probe	EPZ015666	NA	NA	Inactive	DMSO	10000	NA	NA	Differentiating.epigenetic modifier
FIMM136498...SAR405838	FIMM136498	SAR405838	MDM2 inhibitor	MDM2;TP53	G.Apoptotic modulator	Investigational (Ph 1)	SAR405838	MI-773	NA	NA	DMSO	10000	NA	NA	Apoptotic modulator
FIMM136500...Prexasertib	FIMM136500	Prexasertib	CHEK1 inhibitor	CHEK1	B.Kinase inhibitor	Investigational (Ph 2)	LY2606368	NA	NA	NA	DMSO	10000	NA	NA	Kinase inhibitor
FIMM136501...Epacadostat	FIMM136501	Epacadostat	IDO inhibitor	IDO1	D.Immunomodulatory	Investigational (Ph 3)	INCB024360	NA	NA	NA	DMSO	10000	NA	not in ChEMBL	Immunomodulatory
FIMM136502...AZD3965	FIMM136502	AZD3965	MCT1 inhibitor	SLC16A1	H.Metabolic modifier	Investigational (Ph 1)	AZD3965	NA	NA	NA	DMSO	1000	NA	NA	Metabolic modifier
FIMM136503...Decernotinib	FIMM136503	Decernotinib	JAK3 inhibitor	JAK3;JAK1;JAK2;TYK2	B.Kinase inhibitor	Investigational (Ph 3)	VX-509	VRT-831509, Adelatinib	NA	Inactive	DMSO	10000	NA	NA	Kinase inhibitor
FIMM136504...Omaveloxolone	FIMM136504	Omaveloxolone	Nrf2 activator	NFE2L2	X.Other	Investigational (Ph 2)	RTA-408	NA	NA	NA	DMSO	10000	NA	NA	Other
FIMM136505...BRD7116	FIMM136505	BRD7116	Leukemic stem cell inhibitor	PDX1	X.Other	Probe	BRD7116	NA	NA	Inactive	DMSO	10000	NA	NA	Other
FIMM136506...A_419259	FIMM136506	A-419259	HCK and other SRC family kinase inhibitor	SRC;LCK;LYN;HCK	B.Kinase inhibitor	Probe	A 419259	RK-20449	NA	Inactive	DMSO	10000	NA	NA	Kinase inhibitor
FIMM136507...Napabucasin	FIMM136507	Napabucasin	CSC inhibitor, STAT3 mediated	STAT3	X.Other	Investigational (Ph 3)	BBI-608	NA	NA	NA	DMSO	20000	NA	NA	Other
FIMM136508...Enasidenib	FIMM136508	Enasidenib	IDH2 R140Q inhibitor	IDH2	E.Differentiating.epigenetic modifier	Approved (US)	AGI-221	CC-90007	NA	NA	DMSO	10000	NA	NA	Differentiating.epigenetic modifier
FIMM136509...CCT196969	FIMM136509	CCT196969	pan-RAF, Src inhibitor	RAF1;BRAF;SRC;LCK	B.Kinase inhibitor	Probe	CCT196969	NA	NA	inactive	DMSO	25000	NA	NA	Kinase inhibitor
FIMM136510...Gilteritinib	FIMM136510	Gilteritinib	FLT3, AXL inhibitor	FLT3	B.Kinase inhibitor	Investigational (Ph 2)	ASP2215	NA	NA	NA	DMSO	1000	NA	NA	Kinase inhibitor
FIMM136511...ARV_825	FIMM136511	ARV-825	BET-targeting PROTAC	BRD4	E.Differentiating.epigenetic modifier	Probe	ARV-825	NA	NA	Inactive	DMSO	300	NA	NA	Differentiating.epigenetic modifier
FIMM136512...dBET1	FIMM136512	dBET1	BET-targeting PROTAC	BRD4	E.Differentiating.epigenetic modifier	Probe	dBET1	NA	NA	Inactive	DMSO	10000	NA	NA	Differentiating.epigenetic modifier
FIMM136513...A_1331852	FIMM136513	A-1331852	Bcl-XL inhibitor	BCL2L1;BCL2;BCL2L2;MCL1	G.Apoptotic modulator	Probe	A-1331852	NA	NA	inactive	DMSO	1000	NA	NA	Apoptotic modulator
FIMM136514...A_1155463	FIMM136514	A-1155463	Bcl-XL inhibitor	BCL2L1;BCL2;BCL2L2	G.Apoptotic modulator	Probe	A-1155463	NA	NA	Inactive	DMSO	10000	NA	NA	Apoptotic modulator
FIMM136515...Ivosidenib	FIMM136515	Ivosidenib	IDH1 R132H and R132C inhibitor	IDH1	E.Differentiating.epigenetic modifier	Investigational (Ph 3)	AG-120	NA	NA	NA	DMSO	10000	NA	NA	Differentiating.epigenetic modifier
FIMM136516...Peficitinb	FIMM136516	Peficitinb	JAK3-selective inhibitor	JAK1;JAK2;JAK3;TYK2	B.Kinase inhibitor	Investigational (Ph 3)	ASP015K	JNJ-54781532	NA	Inactive	DMSO	2500	NA	NA	Kinase inhibitor
FIMM136517...DEL_22379	FIMM136517	DEL-22379	ERK dimerization inhibitor	MAPK1;MAPK3	B.Kinase inhibitor	Probe	DEL-22379	NA	NA	Inactive	DMSO	50000	NA	NA	Kinase inhibitor
FIMM136518...AMG319	FIMM136518	AMG319	PI3K delta inhibitor	PIK3CD	B.Kinase inhibitor	Investigational (Ph 2)	AMG319	NA	NA	NA	DMSO	1000	NA	NA	Kinase inhibitor
FIMM136519...TIC10	FIMM136519	TIC10	ERK and AKT inhibitor, TRAIL inducer	MAPK1;MAPK3;AKT1;AKT2;AKT3	X.Other	Investigational (Ph 2)	TIC10	ONC201	NA	NA	DMSO	25000	NA	NA	Other
FIMM136520...ABC294640	FIMM136520	ABC294640	Sphingosine kinase 2 inhibitor	SPHK2	B.Kinase inhibitor	Investigational (Ph 2)	ABC294640	NA	NA	NA	DMSO	50000	NA	NA	Kinase inhibitor
FIMM136521...Radotinib	FIMM136521	Radotinib	ABL, PDGFR inhibitor	ABL1;PDGFRA;PDGFRB	B.Kinase inhibitor	Investigational (Ph 3)	IY5511	NA	NA	NA	DMSO	10000	NA	NA	Kinase inhibitor
FIMM136522...Ripasudil	FIMM136522	Ripasudil	ROCK inhibitor	ROCK1	B.Kinase inhibitor	Approved (Japan)	K-115	NA	NA	NA	DMSO	10000	NA	NA	Kinase inhibitor
FIMM136523...CC_223	FIMM136523	CC-223	mTOR inhibitor	MTOR;CSF1R	B.Kinase inhibitor	Investigational (Ph 2)	CC-223	NA	NA	NA	DMSO	10000	NA	NA	Kinase inhibitor
FIMM136524...CC_115	FIMM136524	CC-115	mTOR, DNA-PK inhibitor	MTOR;PIK3CA;PRKDC	B.Kinase inhibitor	Investigational (Ph 1)	CC-115	NA	NA	NA	DMSO	10000	NA	NA	Kinase inhibitor
FIMM136525...OTS_964	FIMM136525	OTS-964	TOPK inhibitor	PBK	B.Kinase inhibitor	Probe	OTS-964	NA	NA	Inactive	DMSO	2500	NA	NA	Kinase inhibitor
FIMM136526...RO5126766	FIMM136526	RO5126766	dual RAF and MEK inhibitor	RAF1;BRAF;MAP2K1;MAP2K2	B.Kinase inhibitor	Investigational (Ph 1)	RO5126766	CH5126766	NA	NA	DMSO	1000	NA	NA	Kinase inhibitor
FIMM136527...TGR_1202	FIMM136527	TGR-1202	PI3Kdelta inhibitor	PIK3CD	B.Kinase inhibitor	Investigational (Ph 3)	TGR-1202	RP5264	NA	NA	DMSO	2500	NA	NA	Kinase inhibitor
FIMM136528...Litronesib	FIMM136528	Litronesib	Eg5 inhibitor	KIF11	I.Kinesin inhibitor	Investigational (Ph 2)	Litronesib	LY-2523355	NA	Inactive	DMSO	1000	NA	NA	Kinesin inhibitor
FIMM136529...AZD6738	FIMM136529	AZD6738	ATR inihibitor	ATR	B.Kinase inhibitor	Investigational (Ph 1)	AZD6738	NA	NA	NA	DMSO	25000	NA	NA	Kinase inhibitor
FIMM136530...ODM_201	FIMM136530	ODM-201	AR antagonist	AR	F.Hormone therapy	Investigational (Ph 3)	ODM-201	BAY-1841788	NA	NA	DMSO	2500	NA	NA	Hormone therapy
FIMM136531...NVP_CGM097	FIMM136531	NVP-CGM097	p53-MDM2 inhibitor	TP53;MDM2	G.Apoptotic modulator	Investigational (Ph 1)	NVP-CGM097	CGM097	NA	NA	DMSO	25000	NA	NA	Apoptotic modulator
FIMM136532...Entrectinib	FIMM136532	Entrectinib	TRK, ROS1, ALK inhibitor	ALK;NTRK2;NTRK1;NTRK3;ROS1;TNK2;JAK2	B.Kinase inhibitor	Investigational (Ph 2)	RXDX-101	NMS-E628	NA	NA	DMSO	1000	NA	NA	Kinase inhibitor
FIMM136533...LY3023414	FIMM136533	LY3023414	PI3K, mTOR, DNA-PK inhibitor	PIK3CA;PIK3CB;PIK3CD;PIK3CG;MTOR;PRKDC	B.Kinase inhibitor	Investigational (Ph 2)	LY3023414	NA	NA	NA	DMSO	2500	NA	NA	Kinase inhibitor
